"DATE","S/N","TWEET","annotation_id","annotator","created_at","id","lead_time","sentiment","updated_at"
"7-9-2024",1,"Na to begin famz NINiola because of rice 😊… na NINtendo wey dey no worry 🫶🏾",663,"1","2024-10-01T16:26:13.816444Z",662,223.893,"Normal","2024-10-01T16:26:13.816702Z"
"7-9-2024",2,"NIN=cheaper food…

Welcome to NINGERIA.

The land of milk and hoNIN…🫡",662,"1","2024-10-01T16:26:07.915458Z",663,2.489,"Normal","2024-10-01T16:26:07.915571Z"
"7-9-2024",3,"You can’t run away from the cleansing work needed to be done to help every African to see their inner light.

There is more work to do than interviews if the original idea is about EQUALITY AND SOCIAL JUSTICE FOR ALL.",664,"1","2024-10-01T16:28:57.054055Z",664,117.126,"Normal","2024-10-01T16:28:57.054197Z"
"6-9-2024",4,"Again, if you are a fan / follower and you have kids, introduce your children ( especially daughters ) to calculated fighting in Self defense…

Told a mother one time but she said the daughter will be raised “ soft “ as a flower.

I left it only for her to think about it later and try but by then the child was already interest in other things.

Men, once again, save your bloodline for the bad ways of men.",665,"1","2024-10-01T16:29:25.355663Z",665,2.568,"Normal","2024-10-01T16:29:25.355984Z"
"5-9-2024",5,"After admitting this flaw, what next? Stay in your light… e get why.",666,"1","2024-10-01T16:29:40.895747Z",666,11.104,"Normal","2024-10-01T16:29:40.895894Z"
"5-9-2024",6,"Establishment wey dey crase…",667,"1","2024-10-01T16:29:48.783977Z",667,2.27,"Offensive","2024-10-01T16:29:48.784158Z"
"5-9-2024",7,"
Omo, a lot should have tried to pay attention to comprehension in school… 

it’s disgustingly embarrassing.
Going by how many are, they should shutdown all schools in Nigeria. It’s of no use at this point . Lol",668,"1","2024-10-01T16:30:11.717422Z",668,17.48,"Offensive","2024-10-01T16:30:11.717571Z"
"5-9-2024",8,"Tribalism won’t save you. 

you have tribal rulers in kings and chiefs selling you to any money man. 

Your fellow tribes men and women do everyday business that destroys your health everyday.

You have men in “ power “ from your home town who wouldn’t build infrastructure in their ( and your ) home town.

You are wasting all our time but who is anyone to tell anyone how to be?
Last edited

",669,"1","2024-10-01T16:36:32.785846Z",669,203.272,"Normal","2024-10-01T16:36:32.786390Z"
"5-9-2024",9,"
how are those using the Bible as a life guide missing the point where God frowns at those who steal from his people saying they will  face disaster which you already see with some popular “ endorsers”. ; dem dey face better disaster because of their political alliance.

Bible dey",670,"1","2024-10-01T16:37:11.226435Z",670,4.736,"Normal","2024-10-01T16:37:11.226638Z"
"4-9-2024",10,"
Victor osimhen #45 as in 4 + 5… 

May he have a great time in Galatasary.

⚽️🏟️⚽️",671,"1","2024-10-01T16:37:21.560084Z",671,6.058,"Normal","2024-10-01T16:37:21.560238Z"
"4-9-2024",11,"
Nobody is perfect but e get why dem dey say “ don’t be stupid “.

❤️😊❤️",672,"1","2024-10-01T16:37:36.387596Z",672,1.836,"Offensive","2024-10-01T16:37:36.387738Z"
"3-9-2024",12,"
The masquerades are out to show out today in Lafiaji…

😊",673,"1","2024-10-01T16:37:50.092082Z",673,9.332,"Normal","2024-10-01T16:37:50.092286Z"
"31-8-2024",13,"Any decision any Nigerian player makes, as long as it’s not harming anybody ( minus Una wey betting wan finish una life 😂), is fine.

I am not living your life for you so why should i have any opinion about your decisions as a player in a field i dont play in?

Good luck to victor through this time.",674,"1","2024-10-01T16:38:28.111618Z",674,32.974,"Indeterminate","2024-10-01T16:38:28.111793Z"
"31-8-2024",14,"
Would be interesting to see the striker that will deliver on victor’s level of intensity and hunger as the season begins…",675,"1","2024-10-01T16:38:48.254565Z",675,2.602,"Normal","2024-10-01T16:38:48.254724Z"
"30-8-2024",15,"
People are easily tiring these days truly. Look around… even though any Nigerian is probably “ damaged “ based on reality.",676,"1","2024-10-01T16:39:06.707565Z",676,12.78,"Normal","2024-10-01T16:39:06.707739Z"
"28-8-2024",16,"Love is enough actually because, 

na love dey make everybody kaju based on human fallibility.

If God is love, does that mean God is not enough?",677,"1","2024-10-01T16:39:32.218048Z",677,4.427,"Normal","2024-10-01T16:39:32.218223Z"
"28-8-2024",17,"
You no like Charles Darwin?",678,"1","2024-10-01T16:39:40.392048Z",678,3.267,"Indeterminate","2024-10-01T16:39:40.392219Z"
"28-8-2024",18,"
as much as you can, Replace the artificial sweeteners in your life with natural sweeteners.

Replace your spices with as much natural options as possible and live your vices as you accept death is a must for all and you may find strength to deal with the other important things.",679,"1","2024-10-01T16:40:17.235219Z",679,32.54,"Normal","2024-10-01T16:40:17.235358Z"
"28-8-2024",19,"If you want theif, thief… which wan be explanation before you run am?",680,"1","2024-10-01T16:40:39.036381Z",680,13.714,"Offensive","2024-10-01T16:40:39.036557Z"
"28-8-2024",20,"
As fake leaders dey church and mosque, na so fake herbalists dey. 

The only way out of all of these is within ( where the spirit is ). 

You have to decide every day what your stance is to everything happening… even if in your own flaws; 
",681,"1","2024-10-01T16:41:01.655253Z",681,18.661,"Normal","2024-10-01T16:41:01.655433Z"
"28-8-2024",21,"
You wan carry people wey dey poison you go fight people wey dey poison you? 

Don’t you see they are the same?

Lol.",682,"1","2024-10-01T16:41:27.678334Z",682,4.464,"Indeterminate","2024-10-01T16:41:27.678496Z"
"28-8-2024",22,"
Dem go Dey send sermon wey dem suppose hear alone take change their greedy ways wey dey help destroy majority of their people peace… their extended families self dey game oh but na lie… 

imo ti ara eni nikan ti 🤯 ori gbogbo wan.

Well, set awan Olori l’awa…",683,"1","2024-10-01T16:41:55.353074Z",683,2.72,"Offensive","2024-10-01T16:41:55.353238Z"
"28-8-2024",23,"
i also notice the more you are pro-African ways like as in ifá, the more the religious ones judge you exactly how“ their Holy Book “ has told them is sinful.

Many of them don’t want to be accountable for the type of work it takes to be an honest believer in God’s ways.",684,"1","2024-10-01T16:42:27.788402Z",684,2.396,"Normal","2024-10-01T16:42:27.788602Z"
"28-8-2024",24,"
If many of una pastors dey tell una simple truth, many of una no go dey comfortable going to “ church “… by the way, going to church is going to the self if “ HE THAT IS IN YOU IS GREATER THAN… “",685,"1","2024-10-01T16:43:00.178323Z",685,7.633,"Normal","2024-10-01T16:43:00.178512Z"
"28-8-2024",25,"
Note that he is just a ordinary citizen like you too😊",686,"1","2024-10-01T16:43:11.639284Z",686,2.282,"Normal","2024-10-01T16:43:11.639438Z"
"28-8-2024",26,"
People who believe God’s excellence has proof in something that’s man made? 

Clowns",687,"1","2024-10-01T16:43:27.594721Z",687,11.248,"Offensive","2024-10-01T16:43:27.594897Z"
"28-8-2024",27,"
People selling fake drinks and drugs that harm and “off “ their fellow countrymen and women ( youth and older ) are the same as the “ evil “ politicians.

I gradually realize the fight is more around regular folks than the “ elite “ who usually just seize opportunity",688,"1","2024-10-01T16:43:59.525759Z",688,1.786,"Offensive","2024-10-01T16:43:59.525940Z"
"27-8-2024",28,"
people have the human right of association or dissociation and by this universal truth, should be allowed to separate themselves from any thing that honestly doesn’t work for them.

Unity is about individuals coming together…",689,"1","2024-10-01T16:44:28.710787Z",689,2.263,"Normal","2024-10-01T16:44:28.710951Z"
"27-8-2024",29,"
Politicians dey destroy the lives of parents wey go give birth who their children go fall in love with.

😊",690,"1","2024-10-01T16:47:13.655058Z",690,21.114,"Offensive","2024-10-01T16:47:13.655201Z"
"26-8-2024",30,"
Put face make you sure😊",691,"1","2024-10-01T16:47:28.309583Z",691,1.884,"Indeterminate","2024-10-01T16:47:28.309767Z"
"26-8-2024",31,"
“ Oya oh oh oh ju’pa “

⚡️🐍⚡️",692,"1","2024-10-01T16:47:40.572764Z",692,7.02,"Indeterminate","2024-10-01T16:47:40.573089Z"
"24-8-2024",32,"

May we worship God and love all men

❤️🐍❤️",693,"1","2024-10-01T16:47:59.452470Z",693,13.359,"Normal","2024-10-01T16:47:59.452881Z"
"23-8-2024",33,"
Dr ifatunde umar on a podcast about hiphop is hilarious and shows how shallow many “ hiphop Heads “ have always been.",694,"1","2024-10-01T16:48:17.120031Z",694,11.78,"Normal","2024-10-01T16:48:17.120848Z"
"22-8-2024",34,"
Be rest assured that, by the way things are going, the powerful will continue to face the result of their actions since generations ago. 

Their children live and interact with other children from the society they are destroying… 

Peace to everybody who deserves peace.",695,"1","2024-10-01T16:48:45.843179Z",695,23.015,"Offensive","2024-10-01T16:48:45.843373Z"
"22-8-2024",35,"
giving Odegaard \ Havertz combo with it’s own calm style of finesse but also defensively aware. 

Looks like Arteta is adding more option for attack play and retract for more defensive support… he’s a mad man 😂.

Interesting choice of player to this current squad 🤔",696,"1","2024-10-01T16:49:38.917315Z",696,1.844,"Normal","2024-10-01T16:49:38.917471Z"
"22-8-2024",36,"
Made my own green by myself that’s algae",697,"1","2024-10-01T16:49:51.356785Z",697,2.762,"Normal","2024-10-01T16:49:51.357059Z"
"22-8-2024",37,"
Nigeria is not the giant of Africa… 

🫡NIGERIANS ARE.",698,"1","2024-10-01T16:50:06.539509Z",698,2.135,"Normal","2024-10-01T16:50:06.539751Z"
"22-8-2024",38,"
Nigerians wey I dey reason say colonial master go dey regret right now say dem interfere with these kind minds.

Na Yoruba culture thinking Dey help me check because if not, me self na the average NIGERIAN normally based on many many.",699,"1","2024-10-01T16:50:27.868937Z",699,1.98,"Normal","2024-10-01T16:50:27.869102Z"
"21-8-2024",39,"
I know what it means for a KC boy to “Gba” for a Gregs boy… Gazamba and 
@escobar470
 beat many to it tho",700,"1","2024-10-01T16:51:51.264763Z",700,77.567,"Indeterminate","2024-10-01T16:51:51.264942Z"
"21-8-2024",40,"
Let’s get this person some Larry Spice  
@ThaBoyYom
",701,"1","2024-10-01T16:52:12.625614Z",701,15.107,"Normal","2024-10-01T16:52:12.625789Z"
"21-8-2024",41,"i am willing to do God’s will if God wills… it’s out of my hands honestly. 

😊",702,"1","2024-10-01T16:52:26.319763Z",702,1.839,"Normal","2024-10-01T16:52:26.319958Z"
"21-8-2024",42,"
You don’t fear God, it’s cool… i’ll let God deal with you then; even if it means using me to teach the lesson… USE ME LORD!",703,"1","2024-10-01T16:53:20.480404Z",703,48.339,"Offensive","2024-10-01T16:53:20.480541Z"
"19-8-2024",43,"
“….Why wound a start trek… “ no be fire London. You must waka shaa ni",704,"1","2024-10-01T16:53:38.199267Z",704,11.91,"Normal","2024-10-01T16:53:38.199417Z"
"18-8-2024",44,"
Ladies and gentlemen… Your Sunday sermon… Lmao",705,"1","2024-10-01T16:57:16.477655Z",705,8.732,"Indeterminate","2024-10-01T16:57:16.477835Z"
"18-8-2024",45,"
Then cultural way don set proper way for man to be ( Omo olu iwa bi in the Yoruba context ) before “ swearing “… ogun and co, in view, are only sought in situations where there is a derail from the proper set way.",706,"1","2024-10-01T16:58:14.502966Z",706,32.569,"Normal","2024-10-01T16:58:14.503109Z"
"18-8-2024",46,"
No be everything be action. Many times na reason first so the action go make honest intended impact",707,"1","2024-10-01T17:08:55.661657Z",707,2.595,"Normal","2024-10-01T17:08:55.661813Z"
"18-8-2024",47,"
Una wey go rather go famz “ man of God “ than to stand with wetin simply dey right even if e no really favor una?

Religious people wey dey behave like say the religious books no dey address them too… Abi no be religious people dey government? Make una dey play fight dey go…",708,"1","2024-10-01T17:09:29.569999Z",708,3.428,"Offensive","2024-10-01T17:09:29.570191Z"
"18-8-2024",48,"
See new posts
Conversation
Teslim.
@VectorThaViper
If all of una dey talk boldly like this for the handles of the people we dey destroy una opportunities and the people wey dey join people wey dey put all of una for this predicament, we for don get better head way for where all of us dey go but herr we are as usual. 

You are becoming same with the “ principalities and powers “ by poisoning the conversation of enlightenment; your biology is sending you to hell… I told you already.",709,"1","2024-10-01T17:10:17.590704Z",709,43.12,"Offensive","2024-10-01T17:10:17.590839Z"
"18-8-2024",49,"
Your dustbin go full later.",710,"1","2024-10-01T17:10:29.504690Z",710,5.398,"Offensive","2024-10-01T17:10:29.504894Z"
"18-8-2024",50,"
A successful man is one who knows himself… a lost man may find himself in something that isn’t part his original natural self",711,"1","2024-10-01T17:11:10.557904Z",711,32.829,"Normal","2024-10-01T17:11:10.560631Z"
"18-8-2024",51,"

Being broke is not terminal illness…

And as for money, let’s act like we haven’t learnt that all that glitters isn’t gold and that money can never be a constant figure ( it always either increases or decrease as long as man lives).

Alaaru t’on je buredi…",712,"1","2024-10-01T17:11:44.291358Z",712,28.035,"Normal","2024-10-01T17:11:44.291516Z"
"17-8-2024",52,"
Thankful in life for experiencing my kind of people… music has blessed me with this and i am grateful again.

❤️🐍❤️",713,"1","2024-10-01T17:12:02.688870Z",713,1.766,"Normal","2024-10-01T17:12:02.689062Z"
"16-8-2024",53,"

Nigerian government isn’t ready for the rise of the digital rebellion… people wey no sabi anything other than money and loans na them wan face people wey impoverishment don turn them to “ cerebro “ for hustle?  Lol.",714,"1","2024-10-01T17:12:20.106461Z",714,1.96,"Normal","2024-10-01T17:12:20.106664Z"
"13-8-2024",54,"

All already know the king killer will smile over your death
You must be living upsides down with the tiles over your head 

Lol",715,"1","2024-10-01T17:14:15.739952Z",715,109.106,"Offensive","2024-10-01T17:14:15.740095Z"
"13-8-2024",55,"
Why are some surprised that music takes time to circulate amidst listeners? 

Na music no be order; breathe bro.

❤️🐍❤️",716,"1","2024-10-01T17:14:47.067052Z",716,2.065,"Offensive","2024-10-01T17:14:47.067193Z"
"12-8-2024",56,"
This is a wrong way to think you should be saddened by how they treat Africans whether Nigerian or people of Congo",717,"1","2024-10-01T17:15:10.475422Z",717,1.809,"Normal","2024-10-01T17:15:10.475609Z"
"12-8-2024",57,"
If not for foolish leaders, wetin any person wan follow me talk as a Nigerian for this life? 
Na oil, Arts, Music, strength, brain, style or resource?

What can they have that is so great that i as a Nigerian shall tremble in marvel? 

Alas, everybody deserves what they get in life so i wish the African people who feel they can liberate themselves from their dog walkers by themselves ALONE good luck… time always tells.

Moving on…",718,"1","2024-10-01T17:15:17.450606Z",718,2.27,"Offensive","2024-10-01T17:15:17.450792Z"
"12-8-2024",58,"
You wey my pikin senior for height? 

Wo oju mi ki o ri olodumare lo’ke",719,"1","2024-10-01T17:15:35.455142Z",719,10.005,"Offensive","2024-10-01T17:15:35.460173Z"
"12-8-2024",59,"
I saw this happen with channel O before now and to be honest , he have the right to preserve their culture as they deem fit… you know say Nigerians are dominating by nature so yeah…",720,"1","2024-10-01T17:16:00.501108Z",720,17.665,"Normal","2024-10-01T17:16:00.501273Z"
"12-8-2024",60,"

Buju may not know the musical implications of his argument. The talking drum for example plays a variety of beat patterns ( including dancehall ) in syncopations so complex that if anyone takes time, they will see that many original musical  inspiration comes from the Original side of the African music spectrum.

I like reggae and dancehall still…",721,"1","2024-10-01T17:16:43.701869Z",721,37.155,"Normal","2024-10-01T17:16:43.702083Z"
"12-8-2024",61,"
Anybody wey you need to remind say you do good for a no worth am",722,"1","2024-10-01T17:17:35.086491Z",722,41.788,"Indeterminate","2024-10-01T17:17:35.086630Z"
"12-8-2024",62,"
When them self finish make dem come back… that said, Dey think properly before you respond to issues of intellect.",723,"1","2024-10-01T17:18:16.883152Z",723,33.306,"Offensive","2024-10-01T17:18:16.883292Z"
"12-8-2024",63,"
Olodo! Na amapiano na him you see for all the attacks wey don dey so since before amapiano blow?",724,"1","2024-10-01T17:18:26.194796Z",724,1.66,"Offensive","2024-10-01T17:18:26.194962Z"
"12-8-2024",64,"
Pastors couldn’t redeem him… he’s a lost case",725,"1","2024-10-01T17:18:47.480244Z",725,10.088,"Normal","2024-10-01T17:18:47.480406Z"
"12-8-2024",65,"
With the way they stigmatize Nigerians, you would think we don’t have Nigerians saving the lives of  many people outside Nigeria from sports to music to science and tech, academia, healthcare and more. 

i don’t rate the countries genuinely stigmatizing my people because i know Nigerians add life to anything they are a part of. 

As for crime, you must be stupid to think we are the most criminal in the society where the drugs you claim come into your land via your native ports…lol 

I don’t even know why many are traveling to these places to face racism and xenophobia…  guess many would rather go and ride the bus Rosa parks ( and her likes ) fought for blacks to ride freely in than be like her in their own immediate reality.",726,"1","2024-10-01T17:19:40.556267Z",726,46.301,"Offensive","2024-10-01T17:19:40.556486Z"
"12-8-2024",66,"
now here’s the twist…
You mean all those people who have “ spiritual powers “to harm from afar don’t have a problem with how their leaders are disrespecting their humanity and selfishly making decisions that puts them and all their loved ones in constant stress and loss of life? 

As in, na just person wey dey try do better for life them dey focus on? ( as evident many times on social media ) Lol…

After this thought , if you still believe a man somewhere can read a book and become more important in your life than you with God then this talk is above you.

Ma jeun before you pay.",727,"1","2024-10-01T17:20:48.454827Z",727,2.038,"Indeterminate","2024-10-01T17:20:48.455588Z"
"11-8-2024",67,"
Ma jeun before you pay😉",728,"1","2024-10-01T17:20:58.838056Z",728,1.695,"Indeterminate","2024-10-01T17:20:58.838208Z"
"Nov 8",68,"
i genuinely feel the music world may be losing the simple essence of music and since you can’t fault man for however man chooses to live, it may be best to let everyone be how they deem fit is best for them 
( may we all find what we desire ).

Again, the desire with music is simply to connect with who ever is ready to pair again and again…

…and as for “flowers”? 
What is “flowers” to vast gardens of supporters in fans? 

Make we just dey flex make music Dey go… nobody lives forever.

Ma jeun before you pay on Sunday.",729,"1","2024-10-01T17:21:36.969416Z",729,2.269,"Normal","2024-10-01T17:21:36.969551Z"
"9-8-2024",69,"
Covid happen and all miracles pause now “men of God “ don Dey seek judgement before judgement day😒

last last eye no need hand to open; No chop food before you pay…",730,"1","2024-10-01T17:21:58.101028Z",730,2.167,"Offensive","2024-10-01T17:21:58.101187Z"
"9-8-2024",70,"
I see how you look up to such scenarios",731,"1","2024-10-01T17:22:24.560787Z",731,13.47,"Indeterminate","2024-10-01T17:22:24.561014Z"
"6-8-2024",71,"
Still standing out; emi ni omo ti o sun’le",732,"1","2024-10-01T17:22:40.687581Z",732,5.468,"Normal","2024-10-01T17:22:40.687755Z"
"6-8-2024",72,"
Olanrewaju omo ga… iwo saa maa rora se…
",733,"1","2024-10-01T17:22:55.932247Z",733,8.164,"Normal","2024-10-01T17:22:55.932419Z"
"5-8-2024",73,"
I think their individual names is just fine",734,"1","2024-10-01T17:23:04.995396Z",734,1.818,"Normal","2024-10-01T17:23:04.995603Z"
"5-8-2024",74,"
Oya no vex…😊",735,"1","2024-10-01T17:23:13.042334Z",735,1.896,"Normal","2024-10-01T17:23:13.042453Z"
"5-8-2024",75,"
I always gift my loved ones music so we can all celebrate together in music… 

Omo! See answer noooooow!!!!! 😤

❤️🐍",736,"1","2024-10-01T17:23:48.596601Z",736,8.979,"Normal","2024-10-01T17:23:48.596760Z"
"5-8-2024",76,"
Wa sere padieh💪🏾",737,"1","2024-10-01T17:23:57.571347Z",737,1.993,"Normal","2024-10-01T17:23:57.571507Z"
"5-8-2024",77,"
YOU STILL NEED MUSIC IN TRYING TIMES  TEGWOLO!!!",738,"1","2024-10-01T17:24:06.862264Z",738,1.984,"Normal","2024-10-01T17:24:06.862449Z"
"5-8-2024",78,"
Nothing toned down ; many of you just don’t pay enough attention to the things you claim you love enough to follow it as it grows; you’re stuck in your own thoughts. 

Tomorrow begins a story you should just follow… it’s leading somewhere😎.

Oshamoh?",739,"1","2024-10-01T17:24:41.410140Z",739,1.677,"Normal","2024-10-01T17:24:41.410300Z"
"5-8-2024",79,"
Back to music… tomorrow we commence. A7 begins.",740,"1","2024-10-01T17:24:57.975779Z",740,1.919,"Normal","2024-10-01T17:24:57.976030Z"
"5-8-2024",80,"
And you believe this rubbish you wrote? 
Interesting times.",741,"1","2024-10-01T17:25:12.901675Z",741,1.609,"Offensive","2024-10-01T17:25:12.901818Z"
"5-8-2024",81,"
Maybe it’s because it’s an intelligence thing?",742,"1","2024-10-01T17:25:32.111896Z",742,4.82,"Normal","2024-10-01T17:25:44.210830Z"
"5-8-2024",82,"
Them Dey hail teams wey Dey ball presently you Dey say your team don win something before… ok now. You know say na your team go first win something before. Lol.",743,"1","2024-10-01T17:26:05.143254Z",743,31.23,"Offensive","2024-10-01T17:26:25.391345Z"
"5-8-2024",83,"
What is herb to consciousness🫥?",744,"1","2024-10-01T17:27:43.840675Z",744,2.876,"Normal","2024-10-01T17:27:43.840820Z"
"5-8-2024",84,"
…The only way to win is by the brain",745,"1","2024-10-01T17:27:53.117563Z",745,2.278,"Normal","2024-10-01T17:27:53.117900Z"
"5-8-2024",85,"
Na the people way dey support the ones wey dey help politicians spoil people lives; many of you don’t check them enough based on accountability…",746,"1","2024-10-01T17:28:39.137273Z",746,34.751,"Normal","2024-10-01T17:28:39.137485Z"
"5-8-2024",86,"
At the “ peak “ of his game",747,"1","2024-10-01T17:28:49.174760Z",747,2.071,"Normal","2024-10-01T17:28:49.174911Z"
"5-8-2024",87,"
Sure thing king… may the campaign be #successful",748,"1","2024-10-01T17:29:27.555335Z",748,3.393,"Normal","2024-10-01T17:29:27.555522Z"
"5-8-2024",88,"
Since Kanu Nwankwo “ Papilo “ era…

New season; new reason.
",749,"1","2024-10-01T17:29:39.442416Z",749,5.366,"Normal","2024-10-01T17:29:39.442566Z"
"5-8-2024",89,"
Sadly, you can’t force a Nigerian to be tired of hardship.

 said it many times that we must revolt against the people around us first before we collectively revolt against the system. 

Why? 
There are many who honestly don’t have informed understanding of what’s going on and those people are easily impressioned into the wrong stance… you can’t win a war with enemies within.",750,"1","2024-10-01T17:30:27.394807Z",750,41.173,"Normal","2024-10-01T17:30:27.395011Z"
"5-8-2024",90,"
The new military pregnancy test kit… you pee on the black panel and the tip prints the results.
",751,"1","2024-10-01T17:31:00.345132Z",751,22.985,"Normal","2024-10-01T17:31:00.345324Z"
"5-8-2024",91,"
My message is not to the rappers ( those ones, NO PRESSURE )… my message is to you who may not know the hell you are likely to get into simply because you are an artist honestly looking up to someone who knows “ the way “ when in truth, it’s knowledge of the way to Hell.

EOD.",752,"1","2024-10-01T17:31:37.324167Z",752,51.404,"Offensive","2024-10-01T17:31:37.324305Z"
"5-8-2024",92,"
I’m not anywhere i shouldn’t be… the great men are usually sabotaged by their closest environment then after the betrayal, everyone will agree they are great… that’s why the music message must be ever green; we have hacked the system of the ingrate",753,"1","2024-10-01T17:32:23.148151Z",753,34.403,"Normal","2024-10-01T17:32:23.148379Z"
"Aug 5",93,"
Haven’t responded to Hiphop commentaries in a long minute because the genre has the most vocal ignorants who know nothing about the art style of different artists they speak about. 

That said, Hiphop is a genre that stands with some HARD truth. 

Hiphop doesn’t need fakes who use money and affluence to fight lyrical battles… I have had beefs with rappers but never thought to stop their “ 💼 “; i have put some on platforms that they would never put me for reasons best known to them if roles were reversed (and trust me, the roles have been reverse many times ) but hey “ i think they scared of me is my guess “.

there are so many Hiphop affiliated execs (rappers ) who sell out their people in contractual greed; one of them you praise on here helps labels buy artists catalogues for cheap simply because if you convert the money to Naira, 
iss plenty. 

Many of you think some of these weak men are hard rappers simply because they tell you on tracks… lol 

what then differs them from politicians? 
",754,"1","2024-10-01T17:33:19.652234Z",754,75.289,"Offensive","2024-10-01T17:33:19.652447Z"
"4-8-2024",94," 
Zoro is doing something with his new single blending traditional igbo and Yoruba instruments in production… 

There is a message in there somewhere #EgoOwo
@ZoroSwagbag",755,"1","2024-10-01T17:51:05.375894Z",755,1057.857,"Normal","2024-10-01T17:51:05.376095Z"
"4-8-2024",95,"
Them no dey tell blind man say rain dey fall…",756,"1","2024-10-01T17:51:34.255408Z",756,8.951,"Normal","2024-10-01T17:51:34.255631Z"
"4-8-2024",96,"What do Africans think the western world would do… take the sides of the immigrants that are exploited by the same western world in the first place? 

Is the war happening and brewing at the same time not enough reason to see reason with trying our best to better ourselves? I want to believe there were Nigerians based in Ukraine referencing Nigeria as “ that country “ until he unrest…

Last, last, ile ni abosimi.",757,"1","2024-10-01T17:54:15.247134Z",757,126.322,"Indeterminate","2024-10-01T17:54:15.247284Z"
"4-8-2024",97,"
Oh my gosh! They loot too? Wow! 😒",758,"1","2024-10-01T17:54:30.182291Z",758,7.736,"Indeterminate","2024-10-01T17:54:30.182638Z"
"4-8-2024",98,"
One for Sound sultan 💪🏾",759,"1","2024-10-01T17:54:38.336030Z",759,1.693,"Normal","2024-10-01T17:54:38.336269Z"
"4-8-2024",99,"
“ Ma jeun before you pay “ that’s what I’m saying 😂",760,"1","2024-10-01T17:54:55.668723Z",760,10.759,"Normal","2024-10-01T17:54:55.668929Z"
"4-8-2024",100,"
Na so that one wey be police station activist claim say protests have been high jacked by “ terro-rist “ which aided the false narratives that led to the actions that caused the demise of many.

If anybody talk that time dem go say na hate on grace, the fool is talking the same line of intentional misinformation… he fails to see that the Nigerian people force expands beyond Naija…

One day bushmeat go catch the hunter and when e happen… #HASHIRA",761,"1","2024-10-01T17:55:20.320777Z",761,16.069,"Offensive","2024-10-01T17:55:20.320931Z"
"3-8-2024",101,"
The are the wilderness",762,"1","2024-10-01T17:55:32.542319Z",762,6.433,"Indeterminate","2024-10-01T17:55:32.542581Z"
"3-8-2024",102,"

It’s a chill on there…",763,"1","2024-10-01T17:55:44.590062Z",763,6.198,"Normal","2024-10-01T17:55:44.590213Z"
"3-8-2024",103,"
Person wey go dance with wolves must rehearse…",764,"1","2024-10-01T17:55:58.761544Z",764,8.035,"Normal","2024-10-01T17:55:58.761793Z"
"3-8-2024",104,"

Preda he viper! I greet you",765,"1","2024-10-01T17:56:07.436674Z",765,2.051,"Normal","2024-10-01T17:56:07.436814Z"
"3-8-2024",105,"
Your energy is perfect for the record champ! Na your herbalist dance remain like this 😂",766,"1","2024-10-01T17:56:40.244721Z",766,26.116,"Normal","2024-10-01T17:56:40.244900Z"
"3-8-2024",106,"She’s a Dj based in Amsterdam SVBRINA.",767,"1","2024-10-01T17:56:56.568775Z",767,7.488,"Normal","2024-10-01T17:56:56.568934Z"
"3-8-2024",107,"
Head before hand",768,"1","2024-10-01T17:57:07.828381Z",768,5.702,"Normal","2024-10-01T17:57:07.828549Z"
